;dataset;featureset;imputation;dim_reduction;init_train_len;test_len;split_perc;kernel;alpha;n_restarts_optimizer;standardize;normalize_y;one_step_ahead;optimized_kernel;RMSE_Train_RW;RMSE_Test_RW;RMSE_Train_seasRW;RMSE_Test_seasRW;RMSE_Train_HA;RMSE_Test_HA;RMSE_Train;RMSE_Test;shuf_cv_rmse_mean;shuf_cv_rmse_std;shuf_cv_rmse_0;shuf_cv_rmse_1;shuf_cv_rmse_2;shuf_cv_rmse_3;shuf_cv_rmse_4
1234;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + WhiteKernel(noise_level=1);1,00E-05;5;False;True;False;Matern(length_scale=7.9, nu=1.5) + RBF(length_scale=16.5) + WhiteKernel(noise_level=1.57e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0677121882;1309,5718125819;459,7005810045;56,164171424;424,7660902761;501,1362890829;371,0592616391;472,4514465197;529,0898175046
1848;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5);1,00E-05;5;False;True;False;1.31**2 * RationalQuadratic(alpha=3.21e+04, length_scale=20.4) + Matern(length_scale=7.89, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,026346707;1281,6071412529;459,7450274886;56,407823423;424,7332567326;497,8802580379;372,0677505959;470,6602241929;533,3836478834
1451;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5);0,001;5;False;True;False;0.249**2 * RationalQuadratic(alpha=3.22e+04, length_scale=1.32) + Matern(length_scale=10.1, nu=1.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,3601566863;1371,4418043678;459,8991175132;56,2355451067;425,9045594586;497,9497305789;371,9886504352;470,4840828658;533,1685642277
173;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);0,001;10;True;True;False;0.594**2 + ExpSineSquared(length_scale=0.795, periodicity=62) * RationalQuadratic(alpha=0.0645, length_scale=6.48);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,4976237114;1374,3568580301;459,9649274457;46,505745975;419,4330785293;509,7082885373;405,3266786594;446,0753118277;519,2812796746
682;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);0,001;0;True;True;False;0.00316**2 * Matern(length_scale=1.31, nu=1.5) + RationalQuadratic(alpha=1.17, length_scale=5.82);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,7111354914;1417,779027313;460,1768056357;51,8911567229;419,8153910572;503,8462007687;394,9217899417;447,8463613912;534,4542850197
359;GeneralCashierData_weekly;full;mean;None;;;0,8;RationalQuadratic(alpha=1, length_scale=1);0,001;10;True;True;False;RationalQuadratic(alpha=1.17, length_scale=5.82);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,7111595951;1417,7806912228;460,1791543263;51,8928836925;419,8162565211;503,8469634559;394,9223916186;447,8488749644;534,4612850712
824;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);0,001;0;True;True;False;Matern(length_scale=12.9, nu=1.5) * ExpSineSquared(length_scale=1.25, periodicity=62) * RationalQuadratic(alpha=0.0362, length_scale=7.88);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5162071106;1396,385150594;460,3009029048;52,0022969731;421,1292986105;517,63687034;393,5387270477;445,4762557299;523,723362796
953;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);0,001;5;True;True;False;Matern(length_scale=12.9, nu=1.5) * ExpSineSquared(length_scale=1.25, periodicity=62) * RationalQuadratic(alpha=0.0362, length_scale=7.88);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,5162071106;1396,385150594;460,3009029048;52,0022969731;421,1292986105;517,63687034;393,5387270477;445,4762557299;523,723362796
510;GeneralCashierData_weekly;full;mean;None;;;0,8;RationalQuadratic(alpha=1, length_scale=1);1,00E-05;10;True;True;False;RationalQuadratic(alpha=1.15, length_scale=5.79);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0271456435;1418,0231504148;460,4260241366;52,0486585519;419,9181685718;503,9593420839;395,0090355902;448,1272789888;535,1162954482
738;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1);1,00E-05;0;True;True;False;0.00316**2 * WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1.15, length_scale=5.79);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0271458691;1418,0223367188;460,4260438953;52,0486553012;419,9181711247;503,9593360536;395,0090305072;448,1273805057;535,1163012853
76;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1);1,00E-05;10;True;True;False;0.0345**2 + Matern(length_scale=8.84, nu=1.5) + RBF(length_scale=15.3);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0255427118;1279,7867444589;460,4870978998;51,9344926474;409,2979850036;507,3224397065;399,3215687207;455,9340705783;530,5594254899
111;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1);1,00E-05;5;True;True;False;0.0345**2 + Matern(length_scale=8.84, nu=1.5) + RBF(length_scale=15.3);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0255427118;1279,7867444589;460,4870978998;51,9344926474;409,2979850036;507,3224397065;399,3215687207;455,9340705783;530,5594254899
453;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);0,1;5;True;True;False;Matern(length_scale=17.8, nu=1.5) + RBF(length_scale=9.47) + RationalQuadratic(alpha=0.00339, length_scale=326);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;214,3357326429;1263,1354851854;460,6315474497;40,3339616149;413,9509239267;517,7808538054;422,2827148556;454,2033365456;494,9399081153
666;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);1,00E-05;0;True;True;False;ExpSineSquared(length_scale=0.823, periodicity=62) * RationalQuadratic(alpha=0.0799, length_scale=6.56);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,025106636;1402,3159726972;460,7199435429;52,0337874672;421,4167481003;517,9123317532;394,1984074049;445,5760241946;524,4962062614
1273;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1);0,1;5;False;True;False;ExpSineSquared(length_scale=654, periodicity=62) * RationalQuadratic(alpha=1.15, length_scale=8.21) + RBF(length_scale=14.8);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;221,982374967;1292,8799571069;460,7377729617;54,5113853933;416,4471358233;520,79057195;383,3492908743;465,0785167738;518,023349387
145;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=52);0,001;10;True;True;False;0.134**2 * WhiteKernel(noise_level=3.61) + ExpSineSquared(length_scale=0.743, periodicity=61.2);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;159,1120507715;1413,7660543992;460,8261374752;47,0992881573;421,8506436588;521,1296412576;403,3612400792;447,4226787321;510,3664836484
166;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=52);0,001;10;True;True;False;Matern(length_scale=0.0556, nu=1.5) * WhiteKernel(noise_level=0.0646) + ExpSineSquared(length_scale=0.743, periodicity=61.2);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;159,112350796;1413,7660923607;460,826158382;47,0993106351;421,8506443101;521,1296359732;403,361238701;447,4226774318;510,3665954937
552;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);0,001;5;True;True;False;ExpSineSquared(length_scale=0.743, periodicity=61.2) + RationalQuadratic(alpha=209, length_scale=9.7) * WhiteKernel(noise_level=0.0646);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;159,111764782;1413,7658683938;460,8262413334;47,0993992193;421,850641403;521,1296412364;403,361238701;447,4226774318;510,3670078947
1078;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1);0,001;0;False;True;False;Matern(length_scale=7.94, nu=1.5) * ExpSineSquared(length_scale=830, periodicity=62) + RBF(length_scale=16.5);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,6345187376;1309,0975503946;461,2287540875;57,5553479856;426,4123189959;501,1699950086;370,9835334419;472,2559536208;535,3219693704
1663;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) * RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1);0,1;0;False;True;False;Matern(length_scale=17.9, nu=1.5) * RationalQuadratic(alpha=1e+05, length_scale=10.4) + RBF(length_scale=9.43e+04);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;225,7130130176;1367,1102781503;461,4812989739;56,6339179257;417,6170288032;519,4884660337;380,9524878708;462,5832647481;526,7652474139
472;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=52);0,1;5;True;True;False;0.00316**2 * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.801, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,2783568819;1382,4979197237;461,6211174225;47,7927866833;422,6269303151;522,6837235026;402,7939089708;448,0997359247;511,9012883995
786;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52);0,1;0;True;True;False;0.00316**2 * Matern(length_scale=1.32, nu=1.5) + ExpSineSquared(length_scale=0.801, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,2716384494;1382,4905620333;461,621247866;47,7951070041;422,6276262371;522,6862957689;402,7879780484;448,1011629393;511,9031763363
474;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1);0,1;5;True;True;False;ExpSineSquared(length_scale=0.801, periodicity=62) + RationalQuadratic(alpha=1, length_scale=1) * WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,2929779894;1382,4905483702;461,6224216682;47,7937753627;422,6276839747;522,6863874766;402,7935241927;448,1012257604;511,9032869364
963;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=52);0,1;5;True;True;False;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.801, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,2929779894;1382,4905483702;461,6224273135;47,7937769845;422,627683983;522,6863917372;402,7935144015;448,1012593836;511,9032870622
124;GeneralCashierData_weekly;full;mean;None;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1) * WhiteKernel(noise_level=1);0,1;0;True;True;False;ExpSineSquared(length_scale=0.801, periodicity=62) + RBF(length_scale=1) * WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,2929779894;1382,4905483702;461,6224279895;47,7938026476;422,627683983;522,6864698043;402,7935241927;448,1011623765;511,9032995909
694;GeneralCashierData_weekly;full;mean;None;;;0,8;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=52);0,1;0;True;True;False;Matern(length_scale=1, nu=1.5) * WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.801, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,2929779894;1382,4905483702;461,6224279895;47,7938026476;422,627683983;522,6864698043;402,7935241927;448,1011623765;511,9032995909
636;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + RBF(length_scale=1) + WhiteKernel(noise_level=1);0,1;0;True;True;False;0.66**2 + RBF(length_scale=7.86) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;221,5772620185;1360,7275461213;461,670578208;40,6364043172;423,1149067598;519,3693509657;417,7007473042;449,5954832773;498,5724027332
1030;GeneralCashierData_weekly;full;mean;pca;;;0,8;Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=52) * RationalQuadratic(alpha=1, length_scale=1);1,00E-05;5;False;True;False;Matern(length_scale=14.8, nu=1.5) + ExpSineSquared(length_scale=1.22, periodicity=62) * RationalQuadratic(alpha=0.0426, length_scale=3.79);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0237523467;1304,0869235113;461,6948226871;59,0130014509;416,9193253886;503,385154374;372,879465059;479,7280469441;535,5621216697
912;GeneralCashierData_weekly;full;mean;None;;;0,8;RBF(length_scale=1) * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1);1,00E-05;0;True;True;False;RBF(length_scale=9.42) * RationalQuadratic(alpha=0.155, length_scale=6.5) + WhiteKernel(noise_level=1.51e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;0,0631215733;1389,1494172735;461,7252673958;54,9432663553;423,4416991284;525,5438842455;387,7772407287;447,7535803321;524,1099325441
1694;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1);0,1;5;False;True;False;ExpSineSquared(length_scale=8.53e+04, periodicity=60.6) + RBF(length_scale=14.8) + RationalQuadratic(alpha=1.12, length_scale=8.23);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;222,2616922138;1283,9986599315;462,0272145866;56,0809040833;414,9557429718;517,6856675749;383,5069852353;466,9855382137;527,0021389374
1484;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52);0,001;10;False;True;False;1.24**2 * Matern(length_scale=9.67, nu=1.5) * ExpSineSquared(length_scale=3.17e+03, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;2,721485505;1364,4853741181;462,1050897359;58,8462845838;421,6702795083;507,7928628628;370,7329606866;477,4612596731;532,8680859487
1329;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);0,1;5;False;True;False;ExpSineSquared(length_scale=1.3, periodicity=62) + RationalQuadratic(alpha=1.04, length_scale=8.69);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;223,5124235015;1315,6405409938;462,5020782671;55,7970175321;417,2520460364;520,0853827938;382,7318878671;468,2385680162;524,2025066221
1411;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 + ExpSineSquared(length_scale=1, periodicity=52) + RationalQuadratic(alpha=1, length_scale=1);0,1;5;False;True;False;0.00316**2 + ExpSineSquared(length_scale=1.3, periodicity=62) + RationalQuadratic(alpha=1.04, length_scale=8.69);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;223,5133141472;1315,6404500384;462,6429321804;55,9428880554;417,2520338947;520,7904418953;382,7319429765;468,2384693657;524,20177277
264;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 + Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);0,1;5;True;True;False;0.00316**2 + Matern(length_scale=3.2e+04, nu=1.5) + RationalQuadratic(alpha=12.4, length_scale=7.88);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;219,5444778568;1344,6216486648;462,867065116;43,1703062059;416,2017176171;521,80123633;418,4974922162;454,5905261425;503,2443532742
1358;GeneralCashierData_weekly;full;mean;pca;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) * ExpSineSquared(length_scale=1, periodicity=52);0,1;5;False;True;False;1.61**2 * Matern(length_scale=18.1, nu=1.5) * ExpSineSquared(length_scale=129, periodicity=62);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;216,2193345603;1268,5243587033;462,8797606058;57,3196004224;417,2423078991;524,051993918;382,1602612927;464,1455944652;526,7986454541
1169;GeneralCashierData_weekly;full;mean;pca;;;0,8;ExpSineSquared(length_scale=1, periodicity=52) + RBF(length_scale=1) + WhiteKernel(noise_level=1);0,1;10;False;True;False;ExpSineSquared(length_scale=0.975, periodicity=51.5) + RBF(length_scale=16.1) + WhiteKernel(noise_level=1e-05);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;226,101792958;1315,4586103512;462,9627818454;52,1661955078;422,9453073287;520,7968609056;387,9686575298;465,078652431;518,024431032
366;GeneralCashierData_weekly;full;mean;None;;;0,8;31.6**2 * Matern(length_scale=1, nu=1.5) + RationalQuadratic(alpha=1, length_scale=1);0,1;0;True;True;False;0.00316**2 * Matern(length_scale=1.31, nu=1.5) + RationalQuadratic(alpha=4.84, length_scale=7.91);652,9382131362;2515,4288690268;621,2710237946;1646,8342582174;1042,9003157049;2313,0242499868;217,0602120692;1379,9295372604;463,2185498339;49,0040204074;424,521976738;528,1268619637;402,1633234981;449,3219174018;511,9586695678
